drug_name,metric_type,value,unit,source_name,source_year,source_page,source_quote,class_level
Allopurinol,spread_dollars,10.47,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Allopurinol,spread_pct,69.6,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Famotidine,spread_dollars,10.4,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Famotidine,spread_pct,55.0,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Donepezil HCl,spread_dollars,9.99,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Donepezil HCl,spread_pct,66.9,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Atorvastatin calcium,spread_dollars,9.42,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Atorvastatin calcium,spread_pct,68.9,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Carvedilol,spread_dollars,9.19,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Carvedilol,spread_pct,83.2,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Losartan potassium,spread_dollars,8.63,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Losartan potassium,spread_pct,64.6,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Clopidogrel bisulfate,spread_dollars,8.59,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Clopidogrel bisulfate,spread_pct,70.2,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Fluoxetine HCl,spread_dollars,8.41,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Fluoxetine HCl,spread_pct,58.0,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Alprazolam,spread_dollars,7.91,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Alprazolam,spread_pct,79.5,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Sertraline HCl,spread_dollars,7.55,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Sertraline HCl,spread_pct,67.7,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Trazodone HCl,spread_dollars,6.75,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Trazodone HCl,spread_pct,54.2,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Simvastatin,spread_dollars,6.71,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Simvastatin,spread_pct,76.7,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Metoprolol tartrate,spread_dollars,6.47,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Metoprolol tartrate,spread_pct,82.4,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Amlodipine besylate,spread_dollars,6.07,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Amlodipine besylate,spread_pct,86.6,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Lisinopril,spread_dollars,5.78,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Lisinopril,spread_pct,80.4,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Metformin HCl,spread_dollars,5.18,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Metformin HCl,spread_pct,69.2,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Furosemide,spread_dollars,4.48,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Furosemide,spread_pct,75.0,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Oxycodone HCl,spread_dollars,-2.96,usd_intermediary_gross_profit_per_claim_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,"combined PBM+pharmacy+wholesaler gross profit per Part D claim, 2021",False
Oxycodone HCl,spread_pct,-12.3,percent_of_Part_D_spending_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,2,intermediary gross profit as proportion of Part D spending,False
Donepezil hydrochloride,reimbursement_amount,10.04,usd_FUL_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"FUL per prescription, $10.04 (Table 2)",False
Donepezil hydrochloride,acquisition_cost,8.22,usd_NADAC_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"NADAC per prescription, $8.22 (Table 2)",False
Donepezil hydrochloride,spread_dollars,4.89,usd_PBM_gross_profit_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"PBM gross profit per prescription, $4.89",False
Donepezil hydrochloride,spread_dollars,1.82,usd_pharmacy_gross_profit_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"pharmacy gross profit per prescription, $1.82",False
Donepezil hydrochloride,spread_dollars,3.82,usd_wholesaler_gross_profit_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"wholesaler gross profit per prescription, $3.82",False
Oxycodone and acetaminophen,reimbursement_amount,18.66,usd_FUL_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"FUL per prescription, $18.66 (Table 2)",False
Oxycodone and acetaminophen,acquisition_cost,14.99,usd_NADAC_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"NADAC per prescription, $14.99 (Table 2)",False
Oxycodone and acetaminophen,spread_dollars,9.03,usd_PBM_gross_profit_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"PBM gross profit per prescription, $9.03",False
Oxycodone and acetaminophen,spread_dollars,3.67,usd_pharmacy_gross_profit_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"pharmacy gross profit per prescription, $3.67",False
Oxycodone and acetaminophen,spread_dollars,4.32,usd_wholesaler_gross_profit_per_prescription_2021,"JAMA Health Forum, Mattingly et al. (Oct 2023)",2023,3,"wholesaler gross profit per prescription, $4.32",False
Abiraterone Acetate 250 MG Tablet (Dr. Reddy's),markup_pct,1727.73,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Abiraterone Acetate 250 MG Tablet (Novadoz Pharmaceuticals),markup_pct,1558.05,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Abiraterone Acetate 250 MG Tablet (Rising Pharmaceuticals),markup_pct,1321.51,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Abiraterone Acetate 250 MG Tablet (Wockhardt USA),markup_pct,1018.72,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 15 MG Tablet (Amneal Pharmaceuticals),markup_pct,1551.36,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 15 MG Tablet (Apotex),markup_pct,1631.08,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 15 MG Tablet (Ascend Laboratories),markup_pct,1213.77,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 15 MG Tablet (Camber Pharmaceuticals),markup_pct,1017.29,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 15 MG Tablet (Dr. Reddy's),markup_pct,1261.33,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 20 MG Tablet (Accord Healthcare),markup_pct,1292.46,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 20 MG Tablet (Ascend Laboratories),markup_pct,1083.97,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 20 MG Tablet (Camber Pharmaceuticals),markup_pct,1246.75,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Aripiprazole 5 MG Tablet (Dr. Reddy's),markup_pct,1207.52,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Atorvastatin Calcium 10 MG Tablet (Northstar Rx),markup_pct,1447.51,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Baclofen 10 MG Tablet (Major Pharmaceuticals),markup_pct,5355.21,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Capecitabine 500 MG Tablet (Accord Healthcare),markup_pct,1137.82,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Capecitabine 500 MG Tablet (Armas Pharmaceuticals),markup_pct,1306.73,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Capecitabine 500 MG Tablet (Novadoz Pharmaceuticals),markup_pct,1519.26,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Cinacalcet HCl 30 MG Tablet (Cipla USA),markup_pct,1817.02,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Cinacalcet HCl 30 MG Tablet (90ct) (Accord Healthcare),markup_pct,2449.58,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Cinacalcet HCl 60 MG Tablet (30ct) (Accord Healthcare),markup_pct,1295.21,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Cinacalcet HCl 60 MG Tablet (Cipla USA),markup_pct,1720.25,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,23,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Cinacalcet HCl 90 MG Tablet (Accord Healthcare),markup_pct,1071.75,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Cinacalcet HCl 90 MG Tablet (ACI Healthcare USA),markup_pct,1215.79,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Cinacalcet HCl 90 MG Tablet (Cipla USA),markup_pct,3690.26,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Cinacalcet HCl 90 MG Tablet (Dr. Reddy's),markup_pct,1545.76,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Clobetasol Propionate 0.05% Ointment (AvKARE),markup_pct,3182.87,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Clomipramine HCl 25 MG Capsule (Ajanta Pharma),markup_pct,1075.6,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Clomipramine HCl 25 MG Capsule (90ct) (Rising Pharmaceuticals),markup_pct,1021.04,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Clomipramine HCl 50 MG Capsule (Rising Pharmaceuticals),markup_pct,1596.1,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Clopidogrel Bisulfate 300 MG Tablet (Apotex),markup_pct,1306.92,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Daptomycin 500 MG Solution Reconstituted (BE Pharmaceuticals),markup_pct,1111.32,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Deferasirox 180 MG Tablet (Xiromed),markup_pct,7106.73,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Deferasirox 180 MG Tablet (Zydus Pharmaceuticals),markup_pct,1287.82,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Deferasirox 360 MG Tablet (Xiromed),markup_pct,2531.31,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Deferasirox 500 MG Tablet Soluble (Glenmark Pharmaceuticals),markup_pct,1101.27,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Dicyclomine HCl 10 MG Capsule (American Health Packaging),markup_pct,5127.83,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Emtricitabine-Tenofovir Disoproxil Fumarate 200-300 MG Tablet (Amneal Pharmaceuticals),markup_pct,1472.39,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Emtricitabine-Tenofovir Disoproxil Fumarate 200-300 MG Tablet (Aurobindo Pharma),markup_pct,1078.44,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Emtricitabine-Tenofovir Disoproxil Fumarate 200-300 MG Tablet (Laurus Labs),markup_pct,2258.12,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Emtricitabine-Tenofovir Disoproxil Fumarate 200-300 MG Tablet (Lupin Pharmaceuticals),markup_pct,1575.15,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Emtricitabine-Tenofovir Disoproxil Fumarate 200-300 MG Tablet (Macleods Pharmaceuticals),markup_pct,1573.43,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Emtricitabine-Tenofovir Disoproxil Fumarate 200-300 MG Tablet (Strides Pharma),markup_pct,1300.34,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Emtricitabine-Tenofovir Disoproxil Fumarate 200-300 MG Tablet (Zydus Pharmaceuticals),markup_pct,1284.52,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Emtricitabine-Tenofovir Disoproxil Fumarate 200-300 MG Tablet (Teva Pharmaceuticals),markup_pct,1603.35,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Entecavir 1 MG Tablet (Camber Pharmaceuticals),markup_pct,1755.04,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Erlotinib HCl 100 MG Tablet (Breckenridge),markup_pct,1512.54,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Ezetimibe 10 MG Tablet (OHM Labs),markup_pct,1388.09,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Hydralazine HCl 50 MG Tablet (Major Pharmaceuticals),markup_pct,13761.8,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,24,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib Mesylate 100 MG Tablet (Armas Pharmaceuticals),markup_pct,1687.47,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib Mesylate 100 MG Tablet (Breckenridge),markup_pct,6332.67,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib Mesylate 100 MG Tablet (Teva Pharmaceuticals),markup_pct,1102.44,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib Mesylate 400 MG Tablet (Armas Pharmaceuticals),markup_pct,4210.31,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib Mesylate 400 MG Tablet (Aurobindo Pharma),markup_pct,3152.49,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib Mesylate 400 MG Tablet (Breckenridge),markup_pct,1039.23,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib Mesylate 400 MG Tablet (Sun Pharmaceuticals),markup_pct,1181.64,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Imatinib Mesylate 400 MG Tablet (Teva Pharmaceuticals),markup_pct,3055.42,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Losartan Potassium 100 MG Tablet (Aurobindo Pharma),markup_pct,3817.75,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Metoprolol Tartrate 25 MG Tablet (Mylan Institutional),markup_pct,10850.0,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Metoprolol Tartrate 75 MG Tablet (Advagen Pharma),markup_pct,1087.03,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Mycophenolate Sodium 360 MG Tablet Delayed Release (Ascend Laboratories),markup_pct,1217.77,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Pregabalin 75 MG Capsule (Camber Pharmaceuticals),markup_pct,1516.44,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Quetiapine Fumarate 150 MG Tablet Extended Release 24 Hour (Ingenus Pharmaceuticals),markup_pct,4342.95,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Sildenafil Citrate 20 MG Tablet (Pulm. HTN) (Aurobindo Pharma),markup_pct,1288.94,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Sildenafil Citrate 20 MG Tablet (Pulm. HTN) (Greenstone),markup_pct,1197.49,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tadalafil 20 MG Tablet (Pulm. HTN) (Aurobindo Pharma),markup_pct,1522.59,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tadalafil 20 MG Tablet (Pulm. HTN) (Cipla USA),markup_pct,2795.81,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tadalafil 20 MG Tablet (Pulm. HTN) (Teva Pharmaceuticals),markup_pct,2121.96,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
Tadalafil 10 MG Tablet (Ajanta Pharma),markup_pct,2302.68,percent_of_WAC (APCD paid / WAC),"Maine MHDO Prescription Drug Pricing and Transparency Report (2022, covering CY2021)",2022,25,"average payer-paid amount as percent of WAC, MHDO Appendix B",False
